experiment,seed,overall_pass,node_deviation_pct,density_deviation_pct,aspl_deviation_pct,n_components,target_edge_recall_pct,target_edge_precision_pct,attach_recall_pct,attach_precision_pct,degree_emd,new_new_ratio_gen,inference_time_s
ref_ground_truth,seed_0,0.9321739130434783,0.0,10.976466405302896,7.122480280935726,1.3130434782608695,100.0,100.0,100.0,100.0,0.0,0.23157253011985843,6.403647484662741e-08
stage2_ar_gnn,seed_0,0.8556521739130435,0.0,12.599494439552808,10.61316060145768,1.0121739130434784,58.30076476778936,57.24040549493268,67.97439068372994,69.97145691730458,0.2286030421535507,0.27442371221889417,0.06452257573113615
stage2_ar_gnn,seed_1,0.8921739130434783,0.0,7.938553420417105,10.012939447053439,1.0104347826086957,58.30076476778936,60.20430095419293,67.59405302446277,69.97318216920443,0.2153863671533706,0.18138833057117476,0.06525874018127543
stage2_ar_gnn,seed_2,0.8643478260869565,0.0,5.367716959892385,12.689612393391945,1.0226086956521738,58.30076476778936,61.91281830837624,62.87826911687627,74.3334539700498,0.21745960635760744,0.20715317234701955,0.060700135710649195
stage2_ar_gnn_bestof16,seed_0,0.9426086956521739,0.0,6.105914036181718,4.586541024864941,1.0,58.30076476778936,60.58337703774316,64.11508225543828,71.08482290101585,0.20462996719548873,0.2220134838138388,1.0245198000108053
stage2_ar_gnn_bestof16,seed_1,0.9426086956521739,0.0,6.395155742889787,4.265664030473118,1.0052173913043478,58.30076476778936,60.233224764176235,64.39214733248305,70.67434215361574,0.20183859454491662,0.22471720391574773,1.0170279982467891
stage2_ar_gnn_bestof16,seed_2,0.9426086956521739,0.0,5.956455367250365,4.599580416198326,1.0017391304347827,58.30076476778936,60.532545444654204,64.27182173068377,70.9435057516459,0.2001957938739094,0.2218118193107909,1.019403127201772
stage2_ar_gnn_bfs_order,seed_0,0.8539130434782609,0.0,14.537699521747424,9.683805246741908,1.0104347826086957,58.30076476778936,56.192489653857905,73.63145465778425,66.05074987285884,0.24548474717699043,0.21764374605420952,0.06505615447005055
stage2_ar_gnn_bfs_order,seed_1,0.9043478260869565,0.0,8.79127574448477,8.452481718477163,1.0069565217391305,58.30076476778936,59.39313598366219,67.94825567503207,68.95542855825214,0.21355901371591976,0.19675477909467023,0.06341765565509179
stage2_ar_gnn_bfs_order,seed_2,0.8765217391304347,0.0,5.512548905971771,11.573325237440352,1.0156521739130435,58.30076476778936,61.5392405760948,63.0592754442616,72.93519495731691,0.20824926099358335,0.22308596627694394,0.0610398783408733
stage2_ar_gnn_greedy,seed_0,0.6191304347826087,0.0,5.491599498017262,46.78753270213362,1.0382608695652173,58.30076476778936,63.33006699831592,47.08306105961481,80.16532983924287,0.2967307422699355,0.3530198993219473,0.05929019136506173
stage2_ar_gnn_greedy,seed_1,0.6191304347826087,0.0,5.491599498017262,46.78753270213362,1.0382608695652173,58.30076476778936,63.33006699831592,47.08306105961481,80.16532983924287,0.2967307422699355,0.3530198993219473,0.058651353769085326
stage2_ar_gnn_greedy,seed_2,0.6191304347826087,0.0,5.491599498017262,46.78753270213362,1.0382608695652173,58.30076476778936,63.33006699831592,47.08306105961481,80.16532983924287,0.2967307422699355,0.3530198993219473,0.058045678971051846
stage2_ar_gnn_greedy_order,seed_0,0.7008695652173913,0.0,16.15461395362294,16.766189220223882,1.008695652173913,58.30076476778936,55.67967024985816,66.29380861152745,67.81420237161414,0.2654790921950009,0.31215066238280453,0.06669491515150698
stage2_ar_gnn_greedy_order,seed_1,0.8591304347826086,0.0,10.331873380549869,9.161453950576096,1.0139130434782608,58.30076476778936,58.70455761950263,64.41960585751788,68.5493541686214,0.21437237846933974,0.24161566542095345,0.06472027891887473
stage2_ar_gnn_greedy_order,seed_2,0.7460869565217392,0.0,6.019025193382356,20.448384854494773,1.0243478260869565,58.30076476778936,62.44779803030216,55.46966592075475,74.03318769372606,0.2412672360459197,0.25078436802636517,0.061141420491798985
stage2_ar_gnn_no_planar,seed_0,0.8695652173913043,0.0,13.545713168865676,10.588831607822948,1.0121739130434784,58.30076476778936,56.642570431227924,69.96875823819376,69.9076901156315,0.2365878999737893,0.2721501486954051,0.06025737123508209
stage2_ar_gnn_no_planar,seed_1,0.8991304347826087,0.0,8.73377381945666,9.779664890029943,1.008695652173913,58.30076476778936,59.64710920439955,69.35855964253226,69.6722197969779,0.20959211676702016,0.17783325599631722,0.06072846139118116
stage2_ar_gnn_no_planar,seed_2,0.8765217391304347,0.0,5.378982508240338,12.018318816847758,1.0191304347826087,58.30076476778936,61.74197452579501,63.433087030880614,73.98655631967077,0.21426959448806515,0.20499203150456974,0.059069909259838904
stage2_ar_gnn_single_label,seed_0,0.35130434782608694,0.0,40.93508052717722,21.13649015553042,1.0,58.30076476778936,47.98364041795792,85.25461668897147,50.69668198707134,0.6222454657045621,0.16659241295088037,0.0809584060187816
stage2_ar_gnn_single_label,seed_1,0.648695652173913,0.0,24.57385668971918,13.161358006062764,1.0,58.30076476778936,53.124810741781396,78.13936690060268,57.38281502781732,0.36793535274628475,0.16254171060129843,0.07854720421393564
stage2_ar_gnn_single_label,seed_2,0.6347826086956522,0.0,25.641058965516464,13.50247695629725,1.0017391304347827,58.30076476778936,52.37257644803597,78.86223827069716,55.71210702587862,0.4006832593158274,0.1563744835806496,0.07930966660947256
