experiment,seed,overall_pass,node_deviation_pct,density_deviation_pct,aspl_deviation_pct,n_components,target_edge_recall_pct,target_edge_precision_pct,attach_recall_pct,attach_precision_pct,degree_emd,new_new_ratio_gen,inference_time_s
ref_ground_truth,seed_0,0.9466666666666667,7.556745154210858,10.400931039916271,8.556561590317573,1.6683333333333332,100.0,100.0,100.0,100.0,0.0,0.3375976651098401,7.486007234547288e-08
stage2_ar_gnn,seed_0,0.925,0.3444444444444445,5.626278668262451,13.836256136145305,1.0166666666666666,58.53845533370598,66.49212123778648,49.90670950490891,79.8072517090143,0.2467377459046642,0.381647570761827,0.1559804094798892
stage2_ar_gnn,seed_1,0.93,0.3444444444444445,8.896520524001719,10.24549949286092,1.015,59.449128486603804,64.86850238600073,58.851189487768885,76.26088369954327,0.21135447020481896,0.33300068208024214,0.15566330922837854
stage2_ar_gnn,seed_2,0.9333333333333333,0.3444444444444445,12.4913075527542,10.45504362435639,1.0083333333333333,59.10181002691899,62.28516094491133,63.4825776875224,74.97114662941497,0.2340345414650878,0.33047095315389785,0.1593529367587083
stage2_ar_gnn_basic_feats,seed_0,0.96,0.3444444444444445,6.861642207208242,9.554843798729662,1.015,56.76955205787196,64.02703261057516,55.58802082859266,78.49291276575337,0.22479662514421098,0.32986445380653956,0.1568545587500315
stage2_ar_gnn_basic_feats,seed_1,0.9533333333333334,0.3444444444444445,9.425490932572538,8.704109706623886,1.01,57.36998833074071,62.661203913947816,62.69031644195687,75.9093950990858,0.2013294627147241,0.30436563685070034,0.15594686680356973
stage2_ar_gnn_basic_feats,seed_2,0.9366666666666666,0.3444444444444445,14.245977662495797,10.08805358486905,1.0066666666666666,57.167751187529596,59.67434733369639,68.86098632193391,72.8007885373992,0.226586237307021,0.2857603986757879,0.1551831311637458
stage2_ar_gnn_bestof16,seed_0,0.9616666666666667,0.3444444444444445,6.21205888049009,4.6156073624425735,1.0066666666666666,58.560226947890335,65.41791577997438,55.957232436110765,77.73790067364051,0.21774911538353034,0.33603102867388274,2.5461409653416194
stage2_ar_gnn_bestof16,seed_1,0.965,0.3444444444444445,6.1675529075037625,4.985054813430881,1.005,58.75045660859134,65.57483003511297,55.62360711636165,77.36201315882592,0.2206736048333237,0.3424056228093562,2.5686037038148304
stage2_ar_gnn_bestof16,seed_2,0.9633333333333334,0.3444444444444445,6.5199173081593225,4.43019748043188,1.01,58.73928335789053,65.42224282342764,56.07659201889316,77.40226172794247,0.2201397537743842,0.3431368193771742,2.617330260208182
stage2_ar_gnn_bfs_order,seed_0,0.955,0.3444444444444445,6.240041419474028,9.860834846427881,1.0133333333333334,55.50102846120245,62.42132518969394,58.90341627730214,77.36513636322962,0.21301784643339325,0.30776942791021283,0.15685807783680503
stage2_ar_gnn_bfs_order,seed_1,0.9533333333333334,0.3444444444444445,8.704106250853135,10.41049659527448,1.0133333333333334,56.574566393618866,62.44300229042051,60.95392607184681,77.06672208344598,0.21022624490734174,0.31700249862363794,0.15895481195659764
stage2_ar_gnn_bfs_order,seed_2,0.945,0.3444444444444445,10.92864636363295,8.495120219156362,1.0166666666666666,56.41108521985298,60.427371024370004,66.38306715477879,74.22659355513898,0.20492777318533364,0.28408257706188467,0.15676155858859905
stage2_ar_gnn_greedy,seed_0,0.7066666666666667,0.3444444444444445,4.18369433418002,34.23072817557152,1.025,60.08834548515328,69.77742433231458,33.44496745808419,88.86193112443111,0.3416378194437467,0.5280720574285928,0.1560021719265933
stage2_ar_gnn_greedy,seed_1,0.8416666666666667,0.3444444444444445,10.225406732784664,21.1691068757852,1.0166666666666666,60.51553078471995,65.12751626430436,48.02684998576859,82.33426086297604,0.30199407622005614,0.46235177290195945,0.1569773549321447
stage2_ar_gnn_greedy,seed_2,0.74,0.3444444444444445,6.801174834073002,30.193715748235917,1.0216666666666667,60.49702804852799,67.62707237989169,39.53875508467168,86.37633572854162,0.3362138953174095,0.5284015457922614,0.1584376679285439
stage2_ar_gnn_long,seed_0,0.9316666666666666,0.3444444444444445,5.657478110962814,13.660270059276678,1.01,58.472565704977825,66.21361917005352,51.7413870777076,80.26797239486851,0.23793522034496795,0.37129038418325044,0.1989687075783877
stage2_ar_gnn_long,seed_1,0.94,0.3444444444444445,8.76028167853957,9.346563833299165,1.025,59.393644680885224,64.82424449438673,60.416026235207006,76.66191609813222,0.2055285037493187,0.32367376404486214,0.20016533969775385
stage2_ar_gnn_long,seed_2,0.935,0.3444444444444445,12.717210680183149,10.423892846695578,1.0116666666666667,58.91563674159767,62.00183026692844,64.51875489447703,73.98667978979003,0.22628929388874908,0.3168708599020742,0.2016639613868756
stage2_ar_gnn_long_bestof16,seed_0,0.9616666666666667,0.3444444444444445,6.091330217605781,4.6516285886863304,1.005,58.47743630179067,65.34241238586085,56.1085552733451,77.91697703602648,0.2164531895377777,0.3342056645124869,3.292148216878607
stage2_ar_gnn_long_bestof16,seed_1,0.9616666666666667,0.3444444444444445,6.237610421335973,4.27053042563876,1.0066666666666666,58.69495000653374,65.47515457637685,55.92363308420844,77.41554891047018,0.21850169431829441,0.34296714323054367,3.2393463182884688
stage2_ar_gnn_long_bestof16,seed_2,0.9633333333333334,0.3444444444444445,6.402503720136101,4.661157892583093,1.005,58.466893571967205,65.20059925272628,56.59575602207733,77.04395865911718,0.22161790966984493,0.3308988394279613,3.3065185908797625
stage2_ar_gnn_single_label,seed_0,0.9433333333333334,0.3444444444444445,6.103874589193462,11.775102456887458,1.0133333333333334,58.180617703888835,65.732407010503,53.79163121193789,77.18041456985334,0.2238059789623742,0.33278639993445036,0.15618784783691808
stage2_ar_gnn_single_label,seed_1,0.9366666666666666,0.3444444444444445,10.3228755497484,8.66182790167793,1.0166666666666666,59.24502194847401,64.05983839315475,60.234826887167316,73.90550457013757,0.20788710924058787,0.3193218536338793,0.15753928945496834
stage2_ar_gnn_single_label,seed_2,0.9266666666666666,0.3444444444444445,13.690995773387874,10.508095949700477,1.0083333333333333,59.10706950873903,61.78522667482786,64.39910558088481,71.92630436631929,0.229341150356031,0.31039936145947966,0.15468329464306105
stage2_rule_baseline,seed_0,0.9816666666666667,0.3444444444444445,8.978586467408176,7.29890538337382,1.0416666666666667,54.300984911109154,59.895995451454375,35.8652394912187,43.215658275397786,0.4382836186104733,0.24022210588897844,0.0011926863383754
stage2_rule_baseline,seed_1,0.9716666666666667,0.3444444444444445,14.94052530099155,7.106746091935602,1.0416666666666667,54.5600759118785,56.39580939017613,40.78513439406528,38.73014608001163,0.4434499010761607,0.200604879027284,0.0011494432563874093
stage2_rule_baseline,seed_2,0.9816666666666667,0.3444444444444445,11.32753087170919,5.799230238431284,1.0416666666666667,55.49792367794478,59.627832704507284,44.27532088750788,44.05504426254942,0.3922648712877326,0.18567079315946883,0.00111032629191565
stage2_search_baseline,seed_0,0.985,0.3444444444444445,9.129304027705585,2.2338160071350392,1.0416666666666667,54.89558629775197,59.91225544449592,42.35068339670638,42.994690777500864,0.3976003601951007,0.18882464371802118,0.03957087929515789
stage2_search_baseline,seed_1,0.9883333333333333,0.3444444444444445,6.031768939152493,2.0216161497319094,1.0416666666666667,54.62207824724612,61.3219102958851,38.6661175821919,42.39140763967532,0.398762137268732,0.2205632814696926,0.040235318333434404
stage2_search_baseline,seed_2,0.9883333333333333,0.3444444444444445,5.0943341662654245,2.0621056631040484,1.0416666666666667,54.4016600039464,61.557211481158085,38.45253783823283,44.68822301802856,0.39475801540855165,0.23200941817631995,0.04106120838999535
